FROM 19 TO 19
	+0.674544
	-0.705876
	+0.699384
	+0.512528
	+0.386621
	-0.197350
	+0.036871
	-0.231917
	+0.180024
	+0.552748
	+0.666123
	-0.188165
	-0.346264
	+0.487576
	+0.053502
	-0.969112
	+0.879757
	+0.695047
	+0.918193
	+0.425045
	+0.882622
	-0.993084
	-0.871317
	-0.009184
	-0.332211
	+0.098522
	+0.826710
	-0.873214
	+0.135634
	+0.861750
	-0.464843
	-0.189823
	-0.844126
	-0.765459
	-0.677294
	+0.542495
	+0.037191
	+0.359577
	-0.689422
	-0.782785
	-0.087675
	+0.976701
	+0.029050
	+0.566061
	+0.464277
	-0.917448
	+0.596949
	+0.344034
	+0.777599
	+0.515141
	-0.230922
	+0.660221
	+0.522057
	-0.102238
	-0.348964
	-0.810154
	+0.996284
	-0.522253
	-0.683368
	+0.131917
	-0.660504
	-0.148211
	+0.942095
	-0.504629
	+0.086330
	-0.735200
	-0.962134
	-0.876479
	+0.624377
	-0.651556
	-0.659264
	-0.463298
	-0.674855
	+0.369786
	-0.897237
	+0.789422
	+0.452338
	+0.699712
	+0.133456
	+0.229937
	+0.214853
	+0.902534
	-0.109843
	-0.263090
	-0.199704
	+0.541194
	-0.073244
	-0.203421
	-0.981060
	+0.243388
	+0.928497
	-0.641563
	-0.904824
	+0.870592
	-0.146193
	+0.181506
	-0.864608
	-0.108327
	+0.305027
	+0.759769
	+0.240117
	+0.645764
	-0.703529
	+0.565262
	+0.015550
	-0.600765
	+0.354683
	-0.532112
	-0.901054
	-0.511861
	+0.697824
	+0.313800
	-0.609327
	-0.412018
	-0.949290
	+0.190969
	-0.870825
	-0.022534
	+0.987548
	-0.851885
	-0.779146
	+0.916045
	-0.493448
	-0.683969
	+0.786636
	+0.360359
	+0.497537
	+0.922028
	-0.747968
	-0.197436
	+0.681798
	+0.492149
	-0.551673
	+0.978269
	+0.057411
	+0.463877
	-0.622497
	-0.587906
	+0.931765
	-0.523550
	-0.099767
	+0.629589
	+0.790249
	+0.290906
	-0.782430
	+0.840959
	-0.518125
	-0.653254
	-0.181575
	-0.530578
	-0.505139
	+0.039279
	-0.614533
	+0.001413
	+0.355310
	-0.827897
	-0.638228
	-0.147154
	-0.905868
	-0.386195
	+0.655410
	+0.775929
	-0.894046
	-0.896262
	+0.754198
	+0.163364
	+0.567615
	-0.868299
	+0.575459
	+0.499379
	-0.391849
	-0.524308
	+0.128968
	-0.601600
	+0.766598
	+0.346539
	-0.760641
	-0.751527
	+0.693284
	+0.057784
	-0.282105
	-0.811855
	-0.902937
	+0.103362
	+0.189559
	+0.452373
	+0.275465
	+0.551331
	-0.694780
	+0.369597
	-0.834865
	+0.960630
	+0.145526
	-0.728911
	-0.935632
	-0.100276
	+0.434453
	+0.631983
	+0.031425
	+0.009912
	+0.131362
	+0.639576
	+0.485604
	-0.739670
	-0.962024
	+0.252202
	+0.606869
	-0.722665
	+0.500674
	+0.300153
	+0.335119
	-0.781431
	+0.488299
	+0.432182
	+0.321931
	-0.322143
	-0.115444
	-0.402603
	-0.770812
	+0.189775
	+0.966994
	-0.605677
	+0.150406
	+0.112520
	-0.334588
	+0.214773
	-0.987756
	-0.900134
	-0.153244
	+0.043669
	+0.109778
	+0.978118
	-0.316755
	-0.404618
	-0.761552
	-0.278780
	+0.847583
	+0.845317
	-0.001445
	+0.348258
	+0.145470
	-0.666326
	+0.566827
	-0.366232
	+0.765857
	-0.111242
	+0.311625
	-0.349588
	+0.486155
	+0.540813
	+0.840188
	+0.453149
	+0.935137
	-0.009407
	-0.434331
	-0.399451
	-0.794634
	-0.422087
	-0.299585
	+0.052122
	+0.621582
	+0.810193
	+0.030240
	-0.695173
	-0.594425
	+0.268688
	+0.026047
	-0.746842
	+0.114005
	-0.975397
	+0.601416
	-0.740525
	-0.641723
	+0.168242
	-0.106757
	-0.875867
	-0.942999
	-0.795131
	-0.225455
	+0.543156
	+0.745682
	-0.385267
	-0.003695
	+0.680819
	+0.605326
	+0.561974
	-0.718632
	+0.810692
	-0.860112
	-0.018217
	-0.137185
	+0.761470
	-0.208024
	+0.893055
	-0.933704
	+0.197550
	+0.161743
	+0.092344
	+0.450708
	-0.724252
	+0.116946
	+0.052124
	-0.464777
	+0.475223
	-0.779634
	+0.428466
	+0.599356
	-0.722633
	+0.633335
	-0.626099
	+0.820523
	+0.379017
	-0.011366
	-0.183172
	+0.059836
	-0.406040
	-0.621197
	+0.341204
	-0.595347
	-0.481310
	-0.677013
	+0.267468
	-0.719840
	+0.114963
	+0.160523
	-0.653544
	-0.687487
	-0.677734
	+0.438800
	+0.763222
	-0.401986
	-0.444254
	-0.184654
	+0.133236
	-0.969031
	+0.035712
	-0.438298
	+0.630325
	+0.313079
	-0.804963
	-0.995774
	+0.133602
	+0.574054
	-0.007140
	+0.950430
	-0.366110
	+0.586821
	-0.670767
	+0.975094
	+0.991473
	-0.152077
	-0.701919
	+0.258941
	+0.128083
	+0.413044
	-0.580536
	+0.474540
	+0.725557
	-0.258271
	-0.086661
	+0.488779
	+0.339743
	+0.469085
	-0.695875
	-0.527021
	+0.500054
	+0.339837
	+0.034681
	+0.130379
	-0.347084
	+0.229718
	+0.134605
	+0.786518
	-0.196228
	-0.872535
	+0.736948
	+0.437662
	+0.714286
	-0.933819
	+0.412756
FROM 19 TO 08
	+0.705760
	-0.085895
	+0.710838
	-0.035299
	-0.957812
	+0.123882
	+0.384164
	+0.516728
	-0.150561
	-0.874106
	-0.569933
	-0.661782
	+0.465636
	+0.899152
	-0.357657
	+0.938616
	+0.399206
	+0.982180
	-0.026703
	-0.470415
	-0.364905
	-0.796985
	+0.664190
	-0.578387
	+0.006787
	+0.791655
	-0.841439
	-0.555551
	+0.505941
	-0.775258
	+0.857206
	+0.211701
	+0.138847
	+0.568044
	-0.823599
	+0.181035
	-0.308075
	+0.560566
	-0.302237
	+0.541365
	+0.686459
	+0.127830
	+0.879583
	+0.152096
	+0.026982
	-0.478074
	+0.090711
	-0.573812
	-0.495895
	-0.935992
	-0.044227
	+0.139201
	-0.732977
	-0.380037
	+0.560814
	+0.273810
	-0.588382
	+0.719375
	+0.718260
	+0.917560
	+0.944117
	+0.575466
	+0.129261
	+0.082964
	+0.143509
	+0.305662
	-0.736000
	+0.835434
	-0.133772
	-0.038238
	+0.376799
	-0.447313
	-0.910408
	+0.256382
	+0.704783
	+0.116574
	+0.778308
	-0.204506
	+0.542762
	-0.717587
	-0.140497
	-0.501465
